y,p_positive,p_negative
1,0.9102723,0.0897277
1,0.5500239,0.4499761
1,0.7462893,0.2537107
1,0.75786734,0.24213266
1,0.70352083,0.29647917
1,0.7267788,0.2732212
1,0.74422836,0.25577164
1,0.65653604,0.34346396
1,0.34400517,0.65599483
1,0.40488574,0.59511423
1,0.82466877,0.17533123
0,0.30611345,0.6938865
1,0.57017034,0.42982966
1,0.4710053,0.5289947
1,0.7757926,0.2242074
1,0.9018807,0.09811932
1,0.73626935,0.26373065
1,0.9601099,0.03989011
0,0.66897863,0.33102137
1,0.7268222,0.2731778
1,0.66600126,0.33399874
1,0.40446696,0.595533
0,0.50237477,0.49762523
0,0.62729317,0.37270683
0,0.79899997,0.20100003
1,0.6544411,0.34555888
0,0.5857324,0.4142676
1,0.6180956,0.38190442
1,0.7187406,0.28125942
0,0.8040645,0.19593549
0,0.59190595,0.40809405
0,0.5884093,0.4115907
0,0.3874588,0.6125412
0,0.28516993,0.71483004
1,0.6008436,0.3991564
1,0.5399544,0.46004558
1,0.5847695,0.4152305
1,0.99682105,0.0031789541
1,0.61614406,0.38385594
1,0.6951092,0.3048908
1,0.77076876,0.22923124
1,0.984014,0.015986025
0,0.7626079,0.23739213
1,0.68315804,0.31684196
1,0.58947295,0.41052705
1,0.5999801,0.40001988
0,0.6992052,0.30079478
0,0.6945483,0.3054517
0,0.56849134,0.43150866
0,0.713514,0.28648603
1,0.7949113,0.20508868
1,0.907431,0.09256899
1,0.7079715,0.2920285
0,0.92460406,0.07539594
1,0.9321215,0.067878485
1,0.849963,0.15003699
0,0.92268246,0.077317536
0,0.829725,0.17027497
1,0.75068116,0.24931884
1,0.8768771,0.12312287
0,0.50269264,0.49730736
1,0.4342907,0.5657093
1,0.38125384,0.61874616
1,0.30106947,0.6989305
0,0.3486548,0.6513452
1,0.7267945,0.27320552
0,0.58814675,0.41185325
0,0.6687098,0.3312902
1,0.66348684,0.33651316
0,0.5021102,0.49788982
0,0.5503234,0.44967657
1,0.76028913,0.23971087
1,0.77740896,0.22259104
1,0.4195334,0.5804666
0,0.40496436,0.5950357
1,0.9175479,0.08245212
0,0.5460692,0.4539308
1,0.8924879,0.10751212
1,0.58987916,0.41012084
0,0.34321836,0.6567817
0,0.5042648,0.49573523
0,0.31491613,0.68508387
1,0.86542165,0.13457835
1,0.9255482,0.074451804
1,0.5545764,0.4454236
1,0.8384161,0.1615839
0,0.45910195,0.5408981
0,0.55120915,0.44879085
1,0.96524864,0.034751356
1,0.9162263,0.08377367
1,0.7570749,0.24292511
1,0.41060397,0.589396
1,0.773347,0.22665298
1,0.8902103,0.10978973
0,0.13923058,0.8607694
0,0.63261056,0.36738944
1,0.5773737,0.42262632
1,0.65759456,0.34240544
1,0.8543121,0.14568788
1,0.6489821,0.3510179
1,0.77338016,0.22661984
0,0.5950435,0.40495652
1,0.7656798,0.23432022
1,0.6400578,0.3599422
1,0.782537,0.21746302
1,0.9060258,0.09397417
0,0.5162588,0.48374122
1,0.7296508,0.2703492
1,0.7667681,0.2332319
1,0.66084045,0.33915955
0,0.9351081,0.064891875
1,0.99345547,0.0065445304
0,0.29835036,0.70164967
1,0.47916135,0.5208386
1,0.50779665,0.49220335
1,0.730802,0.269198
1,0.9623815,0.037618518
1,0.7221246,0.27787542
1,0.94373876,0.05626124
0,0.7945338,0.20546621
0,0.60447913,0.39552087
0,0.34215027,0.6578497
1,0.7514311,0.24856889
0,0.6986169,0.30138308
1,0.634925,0.365075
0,0.87645733,0.12354267
1,0.6389288,0.36107123
1,0.995031,0.004969001
1,0.9665544,0.033445597
1,0.8599939,0.14000612
1,0.83813983,0.16186017
0,0.3970599,0.6029401
1,0.6743956,0.32560438
1,0.52848625,0.47151375
1,0.917957,0.08204299
0,0.6959014,0.3040986
1,0.30840665,0.69159335
1,0.419191,0.580809
0,0.39664066,0.60335934
1,0.85562193,0.14437807
1,0.9543922,0.045607805
0,0.68362594,0.31637406
1,0.67172265,0.32827735
1,0.419191,0.580809
1,0.6690742,0.33092582
1,0.6778037,0.3221963
1,0.6197964,0.3802036
1,0.86407167,0.13592833
0,0.6867484,0.3132516
1,0.8175212,0.18247879
1,0.73662376,0.26337624
1,0.8653919,0.13460809
1,0.5782554,0.42174459
0,0.42659402,0.573406
0,0.63474375,0.36525625
1,0.39143184,0.6085682
1,0.8477762,0.15222383
1,0.7431968,0.2568032
0,0.7908763,0.20912367
1,0.6825944,0.31740558
1,0.42632154,0.5736785
0,0.80136484,0.19863516
0,0.48954928,0.5104507
1,0.59614295,0.40385705
0,0.5286385,0.47136152
0,0.8148264,0.18517357
1,0.7607096,0.23929042
0,0.24506536,0.75493467
1,0.9656898,0.03431022
1,0.5297756,0.47022438
1,0.8695719,0.13042808
1,0.9904212,0.009578824
1,0.5911769,0.40882307
1,0.7751928,0.2248072
0,0.6201932,0.37980682
1,0.4787392,0.5212608
1,0.51037353,0.48962647
1,0.9545615,0.045438528
0,0.6324212,0.3675788
1,0.9484957,0.051504314
1,0.54894644,0.45105356
1,0.8260967,0.17390329
1,0.8820888,0.11791122
0,0.5280364,0.47196358
1,0.53084266,0.46915734
0,0.49586108,0.50413895
1,0.73540986,0.26459014
0,0.7183923,0.2816077
0,0.52497387,0.47502613
1,0.9079509,0.09204912
1,0.63309515,0.36690485
1,0.83353317,0.16646683
1,0.6248988,0.3751012
1,0.6089618,0.39103818
1,0.71173555,0.28826445
0,0.72338104,0.27661896
1,0.6615609,0.3384391
1,0.7533575,0.24664247
1,0.79838467,0.20161533
1,0.61012006,0.38987994
1,0.79327637,0.20672363
0,0.61087227,0.38912773
1,0.39927873,0.60072124
1,0.61622816,0.38377184
1,0.56618434,0.43381566
1,0.95319396,0.046806037
1,0.44690666,0.5530933
0,0.7401637,0.25983632
1,0.92701226,0.072987735
1,0.78782874,0.21217126
1,0.6335978,0.3664022
1,0.74737126,0.25262874
1,0.95882976,0.04117024
0,0.4770714,0.5229286
1,0.70174855,0.29825145
1,0.8386809,0.16131908
1,0.64421725,0.35578275
1,0.7182463,0.28175372
1,0.955679,0.044321
1,0.7423353,0.25766468
1,0.7798228,0.22017717
1,0.52392185,0.47607815
0,0.8853434,0.11465663
1,0.6702122,0.3297878
1,0.49916312,0.50083685
0,0.48857397,0.51142603
1,0.6735877,0.32641232
1,0.5026041,0.49739587
1,0.58368874,0.41631126
1,0.59081244,0.40918756
1,0.82080746,0.17919254
1,0.7753059,0.22469407
1,0.528711,0.47128898
1,0.94460446,0.055395544
1,0.9904293,0.009570718
1,0.82058865,0.17941135
1,0.7891882,0.2108118
1,0.55069655,0.44930345
1,0.51815706,0.48184294
1,0.8024554,0.19754457
0,0.72715545,0.27284455
1,0.9726064,0.02739358
0,0.53753775,0.46246225
0,0.732555,0.26744503
1,0.5247718,0.4752282
1,0.84632146,0.15367854
1,0.73364854,0.26635146
1,0.8273684,0.17263162
0,0.76857615,0.23142385
0,0.76348597,0.23651403
1,0.7406492,0.25935078
1,0.48298433,0.5170157
1,0.39185077,0.60814923
0,0.50475925,0.49524075
1,0.59857804,0.40142196
1,0.74460196,0.25539804
1,0.508816,0.491184
1,0.9626561,0.03734392
0,0.49664727,0.50335276
1,0.65475875,0.34524125
0,0.3422256,0.6577744
1,0.5416183,0.4583817
0,0.56900215,0.43099785
0,0.48032427,0.51967573
1,0.41496748,0.5850325
1,0.766373,0.23362702
1,0.6103877,0.38961232
1,0.46033472,0.5396653
1,0.98806775,0.011932254
1,0.55987847,0.44012153
0,0.3316712,0.66832876
1,0.7982498,0.20175022
1,0.9453532,0.05464679
1,0.8032783,0.19672167
1,0.717353,0.282647
1,0.48580575,0.51419425
1,0.76679456,0.23320544
0,0.45384434,0.5461557
1,0.5220659,0.47793412
1,0.77173764,0.22826236
1,0.5123103,0.48768967
1,0.9348259,0.0651741
1,0.71231115,0.28768885
1,0.6231867,0.3768133
1,0.68594915,0.31405085
0,0.5119804,0.4880196
1,0.8239506,0.17604941
0,0.47402805,0.52597195
1,0.99325067,0.006749332
1,0.7819029,0.21809709
0,0.64546186,0.35453814
1,0.6937394,0.3062606
0,0.6012304,0.39876962
1,0.94074833,0.059251666
1,0.46553254,0.53446746
0,0.5927756,0.40722442
0,0.6418476,0.3581524
0,0.4353404,0.5646596
1,0.73508257,0.26491743
1,0.9013424,0.09865761
1,0.64968634,0.35031366
1,0.8168832,0.1831168
0,0.5160456,0.48395443
1,0.62590665,0.37409335
1,0.65616184,0.34383816
1,0.6544666,0.34553337
0,0.327464,0.672536
1,0.83122987,0.16877013
1,0.8043571,0.19564289
1,0.54883784,0.45116216
1,0.868775,0.13122499
1,0.6040936,0.3959064
0,0.8220828,0.17791718
1,0.7151672,0.28483278
1,0.70849097,0.29150903
0,0.65900856,0.34099144
0,0.4362277,0.5637723
1,0.9683814,0.031618595
0,0.908099,0.091901004
1,0.40897387,0.5910261
0,0.23443218,0.76556784
1,0.94968766,0.05031234
0,0.3867306,0.6132694
1,0.70277566,0.29722434
1,0.51584315,0.48415685
0,0.5579948,0.44200522
1,0.56552297,0.43447703
1,0.9116022,0.0883978
1,0.5823941,0.41760588
1,0.7852685,0.21473151
0,0.6585084,0.34149158
1,0.9274701,0.07252991
1,0.70931107,0.29068893
1,0.74912786,0.25087214
1,0.8649052,0.13509482
0,0.4264319,0.5735681
1,0.544922,0.455078
1,0.6638333,0.33616668
0,0.3715302,0.6284698
1,0.83759516,0.16240484
1,0.6505294,0.34947062
1,0.6282462,0.3717538
1,0.6683795,0.3316205
1,0.4075134,0.5924866
1,0.79223734,0.20776266
0,0.46477342,0.5352266
1,0.9216046,0.078395426
1,0.88557506,0.114424944
1,0.882722,0.11727798
0,0.5357749,0.4642251
1,0.83543944,0.16456056
1,0.817455,0.182545
0,0.5547734,0.4452266
1,0.73650414,0.26349586
0,0.5237553,0.4762447
0,0.51168346,0.48831654
1,0.6516779,0.3483221
0,0.47835323,0.52164674
1,0.56441295,0.43558705
0,0.44769377,0.55230623
0,0.69330525,0.30669475
1,0.6394441,0.3605559
1,0.7249176,0.2750824
1,0.42463773,0.57536227
1,0.65595037,0.34404963
1,0.8598778,0.14012218
0,0.5628718,0.4371282
1,0.8831706,0.116829395
1,0.72171295,0.27828705
1,0.69968164,0.30031836
1,0.517612,0.48238802
1,0.69702715,0.30297285
1,0.61663365,0.38336635
0,0.18578283,0.81421715
1,0.5295735,0.4704265
1,0.5546882,0.44531178
0,0.5759593,0.42404068
1,0.49913484,0.50086516
1,0.9225159,0.07748407
1,0.6833574,0.31664258
1,0.83142084,0.16857916
1,0.75907457,0.24092543
1,0.8287456,0.1712544
1,0.96995753,0.03004247
1,0.49734885,0.50265115
1,0.7264736,0.27352637
1,0.45100188,0.5489981
0,0.5099646,0.4900354
1,0.46638638,0.5336136
1,0.7880533,0.21194673
1,0.9583213,0.041678727
1,0.5014971,0.4985029
0,0.43168738,0.56831264
1,0.85863024,0.14136976
1,0.5391703,0.46082968
0,0.4706587,0.52934134
1,0.898865,0.101135015
0,0.55880356,0.44119644
1,0.92092085,0.07907915
0,0.40541378,0.59458625
1,0.7387786,0.2612214
1,0.70154595,0.29845405
1,0.16651422,0.8334858
1,0.9370779,0.06292212
1,0.81937975,0.18062025
0,0.6908158,0.3091842
1,0.7278783,0.27212173
0,0.2948264,0.7051736
1,0.6504251,0.34957492
1,0.5074756,0.4925244
1,0.6358372,0.3641628
0,0.47973177,0.5202682
0,0.7089496,0.29105037
1,0.6434989,0.3565011
0,0.580852,0.41914803
0,0.47797447,0.5220255
1,0.59258604,0.40741396
1,0.9026836,0.097316384
1,0.7290284,0.2709716
1,0.7101288,0.28987122
1,0.7249738,0.2750262
1,0.95059335,0.049406648
0,0.53114206,0.46885794
1,0.7444324,0.2555676
1,0.73215735,0.26784265
1,0.613755,0.386245
1,0.5788201,0.4211799
1,0.6250806,0.3749194
1,0.5202675,0.4797325
1,0.7233187,0.2766813
0,0.5779786,0.4220214
0,0.6597131,0.3402869
0,0.5266759,0.47332412
1,0.723307,0.276693
1,0.9881947,0.011805296
0,0.86315906,0.13684094
0,0.55811125,0.44188875
1,0.62236935,0.37763065
0,0.49161676,0.5083833
1,0.93419564,0.06580436
1,0.92064327,0.07935673
0,0.7044002,0.29559982
0,0.46150446,0.53849554
0,0.5546045,0.44539553
0,0.78606063,0.21393937
0,0.41280156,0.58719844
1,0.9516795,0.048320472
1,0.6288335,0.37116653
1,0.46151173,0.53848827
1,0.81106764,0.18893236
0,0.41166452,0.5883355
0,0.47820517,0.5217948
1,0.98672557,0.013274431
0,0.32204983,0.67795014
1,0.45010144,0.54989856
1,0.77719605,0.22280395
1,0.84880954,0.15119046
1,0.9579281,0.04207188
1,0.82411116,0.17588884
1,0.71016705,0.28983295
0,0.19414297,0.80585706
0,0.5868553,0.4131447
1,0.67281955,0.32718045
0,0.5303655,0.46963447
1,0.87151444,0.12848556
1,0.5620877,0.4379123
1,0.51382565,0.48617435
1,0.7787523,0.22124767
0,0.6196342,0.3803658
1,0.6546899,0.3453101
1,0.7821325,0.2178675
1,0.7772985,0.22270149
1,0.9833987,0.016601324
0,0.5903277,0.40967232
1,0.9971283,0.0028716922
1,0.61664516,0.38335484
0,0.49118364,0.50881636
1,0.6294123,0.3705877
0,0.7204711,0.27952892
1,0.7058678,0.29413217
1,0.78433496,0.21566504
1,0.9894755,0.010524511
0,0.8710218,0.1289782
1,0.82865965,0.17134035
0,0.7576218,0.24237818
0,0.8810881,0.11891192
1,0.80152625,0.19847375
1,0.56398374,0.43601626
0,0.5279321,0.4720679
0,0.54522896,0.45477104
0,0.5185672,0.4814328
0,0.62506497,0.37493503
0,0.2634206,0.7365794
1,0.81844085,0.18155915
1,0.85785604,0.14214396
0,0.7148727,0.28512728
0,0.7325125,0.26748753
0,0.60339296,0.39660704
0,0.4789081,0.52109194
0,0.6323827,0.3676173
0,0.67415076,0.32584924
1,0.4172265,0.5827735
1,0.6733096,0.32669038
1,0.91330117,0.08669883
1,0.81761533,0.18238467
1,0.98459435,0.015405655
1,0.68402255,0.31597745
1,0.9030208,0.0969792
0,0.71943474,0.28056526
0,0.4050536,0.5949464
1,0.6414563,0.3585437
1,0.8006047,0.1993953
0,0.60236895,0.39763105
0,0.58738524,0.41261476
1,0.57091683,0.42908317
0,0.17719296,0.8228071
0,0.6908159,0.30918407
0,0.6617521,0.3382479
1,0.9738202,0.02617979
1,0.7560236,0.24397641
1,0.76029974,0.23970026
1,0.8400333,0.1599667
0,0.43988532,0.5601147
0,0.5586813,0.4413187
1,0.81024396,0.18975604
1,0.87944806,0.120551944
0,0.5756851,0.42431492
1,0.53684723,0.46315277
0,0.64889795,0.35110205
1,0.5619906,0.43800938
1,0.6074285,0.3925715
0,0.5564332,0.4435668
1,0.6791183,0.32088172
0,0.70616573,0.29383427
1,0.5451605,0.45483953
1,0.6199447,0.3800553
1,0.6590267,0.34097332
1,0.5115286,0.4884714
1,0.5018846,0.49811542
1,0.82186997,0.17813003
1,0.5991704,0.4008296
1,0.45331684,0.5466832
1,0.27381593,0.72618407
0,0.38164416,0.6183559
0,0.43164998,0.56835
1,0.89573246,0.10426754
0,0.6056261,0.3943739
0,0.8213913,0.17860872
1,0.9213774,0.07862258
1,0.752548,0.24745202
1,0.7674536,0.23254639
1,0.90709054,0.092909455
0,0.422988,0.577012
1,0.7210753,0.2789247
1,0.5177724,0.48222762
1,0.6850541,0.31494588
1,0.7484323,0.25156772
0,0.5449738,0.4550262
1,0.9864342,0.013565779
0,0.5587566,0.4412434
0,0.6160225,0.38397747
1,0.54604465,0.45395535
1,0.9218689,0.07813108
1,0.70318186,0.29681814
1,0.82786167,0.17213833
0,0.53486216,0.46513784
1,0.8836195,0.11638051
1,0.67510283,0.32489717
1,0.6053959,0.3946041
1,0.8505587,0.1494413
1,0.51138604,0.48861396
1,0.78892094,0.21107906
1,0.8103068,0.18969321
1,0.665191,0.334809
0,0.5005552,0.49944478
0,0.5366015,0.46339852
0,0.60529983,0.39470017
1,0.49800858,0.5019914
1,0.6228727,0.3771273
1,0.7848763,0.21512371
1,0.8560378,0.1439622
0,0.75887847,0.24112153
0,0.5435509,0.4564491
1,0.7554591,0.24454093
1,0.8253432,0.17465681
0,0.6795054,0.3204946
1,0.9783387,0.021661282
0,0.39995858,0.6000414
1,0.9947187,0.005281329
1,0.60864717,0.39135283
0,0.69739324,0.30260676
1,0.7263787,0.27362132
0,0.55624485,0.44375515
1,0.8368287,0.16317129
1,0.7425866,0.2574134
1,0.9660165,0.03398353
1,0.48679006,0.51320994
1,0.5120599,0.48794007
0,0.64025825,0.35974175
1,0.9514696,0.0485304
1,0.5620038,0.4379962
1,0.3658777,0.6341223
0,0.43201023,0.56798977
0,0.4379274,0.56207263
1,0.71470875,0.28529125
1,0.7521606,0.24783939
1,0.67562443,0.32437557
1,0.54855376,0.45144624
1,0.57944506,0.42055494
1,0.6783454,0.32165462
1,0.85848427,0.14151573
1,0.558035,0.44196498
0,0.48715928,0.51284075
1,0.8876787,0.11232132
1,0.4255429,0.5744571
1,0.8371936,0.16280639
0,0.48831585,0.5116842
0,0.7736012,0.22639883
0,0.30812553,0.6918745
1,0.90062946,0.09937054
1,0.7061416,0.2938584
0,0.603838,0.39616197
1,0.80960274,0.19039726
1,0.5916556,0.4083444
0,0.8649024,0.13509762
1,0.76788974,0.23211026
1,0.77292246,0.22707754
1,0.90967596,0.090324044
1,0.6863902,0.31360978
1,0.8565947,0.14340532
1,0.60706,0.39293998
1,0.53935605,0.46064395
0,0.5232671,0.4767329
1,0.6782805,0.32171953
1,0.56418514,0.43581486
0,0.49679205,0.5032079
0,0.72430176,0.27569824
1,0.77415997,0.22584003
1,0.4322238,0.5677762
1,0.9746991,0.02530092
1,0.80160487,0.19839513
0,0.8107969,0.18920308
1,0.9251425,0.07485747
1,0.5117359,0.48826408
1,0.9486439,0.051356077
1,0.8725486,0.12745142
1,0.81109697,0.18890303
1,0.59383386,0.40616614
1,0.95792603,0.042073965
0,0.4484347,0.5515653
0,0.59086347,0.40913653
0,0.6948657,0.3051343
0,0.6608771,0.3391229
1,0.72998124,0.27001876
1,0.5312651,0.46873492
1,0.890864,0.109135985
1,0.2742652,0.72573483
0,0.47778907,0.52221096
0,0.5810602,0.41893983
1,0.70501024,0.29498976
1,0.87462443,0.12537557
1,0.65355414,0.34644586
1,0.69293815,0.30706185
0,0.6210797,0.37892032
1,0.83646435,0.16353565
0,0.42215303,0.577847
1,0.9659877,0.034012318
1,0.6207467,0.37925333
1,0.79544187,0.20455813
1,0.88688886,0.11311114
1,0.6684318,0.33156818
0,0.59064865,0.40935135
1,0.46484584,0.53515416
1,0.32034966,0.6796503
1,0.6187087,0.38129127
1,0.9954116,0.004588425
1,0.5078476,0.4921524
1,0.620621,0.37937897
1,0.80330986,0.19669014
1,0.6585863,0.34141368
1,0.56735677,0.43264323
0,0.43474057,0.56525946
1,0.8631422,0.13685781
1,0.9629774,0.03702259
1,0.6345099,0.36549008
0,0.6282311,0.3717689
1,0.99749374,0.002506256
0,0.610327,0.389673
1,0.58826905,0.41173095
1,0.8401617,0.15983832
1,0.7600751,0.23992491
0,0.6344458,0.3655542
1,0.6511963,0.3488037
1,0.4850711,0.51492894
0,0.6046072,0.39539278
1,0.82160527,0.17839473
1,0.53661376,0.46338624
1,0.78596896,0.21403104
0,0.88141626,0.11858374
0,0.43256146,0.56743854
1,0.53168875,0.46831125
1,0.4803619,0.51963806
1,0.91486394,0.085136056
1,0.6388951,0.3611049
1,0.8726675,0.12733251
0,0.75763965,0.24236035
1,0.75501627,0.24498373
0,0.39569876,0.6043012
1,0.8756871,0.12431288
0,0.45098618,0.54901385
0,0.5450291,0.4549709
0,0.41212204,0.587878
1,0.605008,0.394992
1,0.5541982,0.4458018
1,0.48509836,0.51490164
1,0.4779218,0.52207816
1,0.7541882,0.24581182
1,0.7842499,0.2157501
1,0.74024415,0.25975585
1,0.86616176,0.13383824
1,0.9882692,0.01173079
1,0.75915843,0.24084157
1,0.55141264,0.44858736
0,0.7402108,0.25978923
1,0.9469341,0.053065896
0,0.6412902,0.3587098
1,0.69287914,0.30712086
1,0.3521982,0.64780176
1,0.7999981,0.2000019
0,0.43761012,0.56238985
0,0.48166284,0.51833713
0,0.742273,0.25772703
1,0.71787053,0.28212947
0,0.5824879,0.41751212
0,0.654123,0.345877
1,0.9902174,0.009782612
1,0.67606866,0.32393134
1,0.84497297,0.15502703
1,0.9990575,0.00094252825
1,0.82452404,0.17547596
1,0.73964053,0.26035947
0,0.47923028,0.5207697
1,0.7267024,0.2732976
0,0.6512687,0.34873128
0,0.34265357,0.6573464
1,0.5353175,0.46468252
1,0.7598346,0.24016541
1,0.5496578,0.45034218
1,0.69120383,0.30879617
0,0.7442406,0.25575942
0,0.41104433,0.58895564
1,0.9082029,0.09179711
1,0.7814341,0.21856588
1,0.4119194,0.58808064
0,0.66908425,0.33091575
1,0.5201141,0.47988588
1,0.46848354,0.53151643
1,0.64372796,0.35627204
0,0.6419669,0.35803312
1,0.73499614,0.26500386
0,0.83748245,0.16251755
1,0.69087225,0.30912775
1,0.5844094,0.41559058
0,0.6740821,0.3259179
0,0.5902989,0.4097011
0,0.63588744,0.36411256
1,0.5730776,0.42692238
0,0.50417036,0.49582964
0,0.6356145,0.3643855
1,0.5257215,0.4742785
1,0.6604646,0.33953542
1,0.5250043,0.47499567
1,0.8825011,0.117498875
1,0.9977469,0.0022531152
0,0.31753758,0.68246245
0,0.7088734,0.2911266
1,0.9301587,0.069841325
0,0.79868245,0.20131755
1,0.4637389,0.5362611
1,0.9159414,0.08405858
1,0.56463164,0.43536836
0,0.6020916,0.3979084
0,0.64801264,0.35198736
1,0.72958326,0.27041674
1,0.57158834,0.42841166
1,0.7491387,0.2508613
1,0.525043,0.474957
0,0.45007482,0.5499252
0,0.26981094,0.7301891
1,0.67703307,0.32296693
0,0.5679607,0.43203932
0,0.4842337,0.51576626
1,0.6167215,0.3832785
1,0.8732964,0.12670362
1,0.8984122,0.10158777
0,0.75856626,0.24143374
0,0.50056225,0.49943775
0,0.8250537,0.17494631
1,0.9230962,0.07690382
1,0.57761776,0.42238224
0,0.90151,0.09849
0,0.48724926,0.51275074
1,0.70785964,0.29214036
1,0.5629016,0.43709838
0,0.37804395,0.62195605
1,0.8332576,0.16674238
1,0.7113766,0.2886234
0,0.4866845,0.5133155
0,0.56290597,0.43709403
1,0.4138787,0.5861213
0,0.11355293,0.8864471
1,0.63222003,0.36777997
0,0.60756445,0.39243555
1,0.62469655,0.37530345
1,0.71395034,0.28604966
1,0.5728049,0.42719507
0,0.65556014,0.34443986
0,0.75033325,0.24966675
0,0.55624306,0.44375694
1,0.9878763,0.012123704
1,0.9913845,0.008615494
1,0.44958067,0.55041933
0,0.70902187,0.29097813
0,0.6517741,0.3482259
1,0.7431743,0.2568257
1,0.7171476,0.2828524
1,0.72765094,0.27234906
1,0.78358984,0.21641016
1,0.5614356,0.43856442
0,0.36837047,0.6316295
0,0.6709395,0.3290605
1,0.7604843,0.23951572
1,0.40893707,0.5910629
1,0.43483785,0.5651622
0,0.75023144,0.24976856
1,0.81079197,0.18920803
1,0.62947744,0.37052256
1,0.7456852,0.25431478
1,0.8769239,0.12307608
1,0.60615873,0.39384127
1,0.5350392,0.4649608
1,0.6759728,0.32402718
1,0.44820717,0.55179286
0,0.5461461,0.4538539
1,0.56267446,0.43732554
0,0.64026845,0.35973155
1,0.55675554,0.44324446
0,0.82281804,0.17718196
1,0.66459167,0.33540833
1,0.71276486,0.28723514
1,0.97658813,0.02341187
1,0.9975067,0.002493322
1,0.99420655,0.0057934523
1,0.787906,0.21209401
0,0.528741,0.471259
1,0.95085377,0.049146235
1,0.95508736,0.044912636
1,0.74797857,0.25202143
1,0.963246,0.036754012
1,0.6754333,0.32456672
1,0.8464673,0.15353268
1,0.70404273,0.29595727
1,0.47827354,0.5217265
1,0.56088054,0.43911946
0,0.74441844,0.25558156
1,0.49922597,0.500774
1,0.6116168,0.3883832
0,0.5169408,0.48305923
1,0.8708176,0.1291824
1,0.89659995,0.10340005
1,0.7925932,0.20740682
0,0.759206,0.240794
0,0.42080137,0.5791986
1,0.5643652,0.4356348
1,0.90225697,0.097743034
0,0.12702855,0.8729714
1,0.4366096,0.5633904
1,0.9284389,0.0715611
0,0.3173238,0.6826762
1,0.5292602,0.47073978
0,0.6895817,0.3104183
1,0.69867736,0.30132264
1,0.71898615,0.28101385
1,0.83947766,0.16052234
1,0.8941115,0.105888486
0,0.5941634,0.40583658
1,0.41386852,0.58613145
0,0.53832984,0.46167016
1,0.7206992,0.2793008
0,0.5275923,0.4724077
0,0.7529912,0.2470088
0,0.9357395,0.06426048
1,0.63263494,0.36736506
0,0.658132,0.34186798
1,0.5191855,0.48081452
1,0.46421483,0.5357852
0,0.63198227,0.36801773
1,0.46629235,0.5337076
0,0.5241522,0.47584778
1,0.74153644,0.25846356
1,0.68571484,0.31428516
1,0.538717,0.46128303
1,0.8880398,0.11196017
1,0.4176374,0.5823626
1,0.62211084,0.37788916
0,0.45942625,0.5405737
0,0.61457336,0.38542664
1,0.48458883,0.51541114
1,0.8144852,0.18551481
0,0.5250946,0.47490537
1,0.90106946,0.09893054
1,0.9907074,0.009292603
1,0.4888669,0.5111331
1,0.5978233,0.40217668
1,0.4994935,0.5005065
1,0.77952135,0.22047865
1,0.6087812,0.39121878
0,0.42468834,0.57531166
1,0.5117397,0.48826033
0,0.9456333,0.054366708
1,0.5987132,0.40128678
1,0.93935066,0.060649335
0,0.45106456,0.5489354
0,0.51537657,0.48462343
1,0.85196096,0.14803904
1,0.576968,0.423032
0,0.69277424,0.30722576
1,0.6416214,0.3583786
0,0.5608515,0.4391485
1,0.624505,0.37549502
1,0.40140277,0.5985972
1,0.5100843,0.48991573
0,0.65971345,0.34028655
1,0.6131259,0.38687408
1,0.9059024,0.094097614
1,0.8463926,0.15360743
0,0.57762206,0.42237794
1,0.92452425,0.07547575
1,0.680057,0.319943
1,0.65734076,0.34265924
1,0.6287098,0.3712902
1,0.6237459,0.37625408
0,0.5923252,0.4076748
1,0.8075788,0.1924212
0,0.46714818,0.5328518
1,0.8705959,0.12940413
1,0.47573525,0.52426475
0,0.65065783,0.34934217
1,0.5497224,0.45027763
1,0.99916863,0.0008313656
0,0.3484755,0.65152454
1,0.70101315,0.29898685
1,0.64691335,0.35308665
1,0.6717683,0.3282317
1,0.3362154,0.6637846
1,0.86753285,0.13246715
0,0.7861949,0.21380508
0,0.69862604,0.30137396
1,0.7215333,0.2784667
1,0.89827657,0.10172343
1,0.8627133,0.13728672
1,0.580511,0.41948903
1,0.51764524,0.48235476
0,0.69083995,0.30916005
1,0.92987543,0.07012457
1,0.6181328,0.38186717
1,0.6293087,0.3706913
1,0.5241674,0.47583258
1,0.83607435,0.16392565
1,0.7404948,0.2595052
1,0.9851762,0.014823794
1,0.64633465,0.35366535
1,0.99414223,0.0058577657
1,0.8005569,0.1994431
1,0.73140615,0.26859385
1,0.987064,0.012935996
0,0.30998462,0.6900154
1,0.7018886,0.29811138
1,0.52158034,0.47841966
1,0.5539893,0.4460107
1,0.4804079,0.5195921
1,0.8397756,0.16022438
1,0.90931034,0.09068966
1,0.9405478,0.059452176
0,0.4865513,0.5134487
1,0.426727,0.573273
1,0.570443,0.42955703
1,0.9433633,0.05663669
1,0.74461627,0.25538373
1,0.8602497,0.1397503
1,0.7888102,0.2111898
1,0.7166158,0.2833842
1,0.7990541,0.20094591
0,0.28054783,0.71945214
0,0.8074517,0.19254827
0,0.72908574,0.27091426
0,0.61962044,0.38037956
0,0.80678093,0.19321907
1,0.7648645,0.2351355
0,0.58876646,0.41123354
0,0.7194941,0.2805059
1,0.9736728,0.026327193
1,0.64568937,0.35431063
1,0.6335788,0.36642122
